Ticker,2018-12-31,2019-02-02,2019-03-31,2019-05-04,2019-06-30,2019-08-03,2019-09-30,2019-11-02,2019-12-31,2020-01-31,2020-02-01,2020-03-28,2020-03-29,2020-03-31,2020-04-03,2020-04-24,2020-04-25,2020-04-30,2020-05-02,2020-05-03,2020-06-27,2020-06-28,2020-06-30,2020-07-03,2020-07-25,2020-07-31,2020-08-01,2020-08-02,2020-09-26,2020-09-27,2020-09-30,2020-10-02,2020-10-03,2020-10-24,2020-10-30,2020-10-31,2020-11-01,2020-12-26,2020-12-27,2020-12-31,2021-01-01,2021-01-02,2021-01-23,2021-01-29,2021-01-30,2021-01-31,2021-03-27,2021-03-28,2021-03-31,2021-04-02,2021-04-03,2021-04-30,2021-05-01,2021-05-02,2021-06-26,2021-06-27,2021-06-30,2021-07-02,2021-07-03,2021-07-30,2021-07-31,2021-08-01,2021-09-25,2021-09-26,2021-09-30,2021-10-01,2021-10-02,2021-10-29,2021-10-30,2021-10-31,2021-12-25,2021-12-26,2021-12-31,2022-01-01,2022-01-28,2022-01-29,2022-01-31,2022-02-06,2022-03-26,2022-03-27,2022-03-31,2022-04-01,2022-04-02,2022-04-29,2022-04-30,2022-05-08,2022-06-25,2022-06-26,2022-06-30,2022-07-01,2022-07-02,2022-07-29,2022-07-30,2022-07-31,2022-08-07,2022-09-24,2022-09-25,2022-09-30,2022-10-01,2022-10-28,2022-10-29,2022-10-31,2022-11-06,2022-12-25,2022-12-30,2022-12-31,2023-01-27,2023-01-28,2023-01-31,2023-02-05,2023-03-26,2023-03-31,2023-04-01,2023-04-28,2023-04-29,2023-04-30,2023-05-07,2023-06-25,2023-06-30,2023-07-01,2023-07-28,2023-07-29,2023-07-31,2023-08-06,2023-09-24,2023-09-29,2023-09-30,2023-10-27,2023-10-28,2023-10-31,2023-11-05,2023-12-24,2023-12-29,2023-12-30,2023-12-31,2024-01-26,2024-01-27,2024-01-31,2024-02-03,2024-02-04,2024-03-29,2024-03-30,2024-03-31,2024-04-26,2024-04-27,2024-04-30,2024-05-04,2024-05-05,2024-06-28,2024-06-29,2024-06-30,2024-07-26,2024-07-27,2024-07-31,2024-08-03,2024-08-04,2024-09-27,2024-09-28,2024-09-29,2024-09-30,2024-10-25,2024-10-26,2024-10-31,2024-11-02,2024-11-03,2024-12-27,2024-12-28,2024-12-29,2024-12-31,2025-01-24,2025-01-25,2025-01-31,2025-02-01,2025-02-02
BMBL,,,,,,,,,,,,,,119.14,,,,,,,,,135.14,,,,,,,,162.3,,,,,,,,,165.61,,,,,,,,,170.71,,,,,,,,184.01,,,,,,,,199.15,,,,,,,,207.05,,,,,,,,210.03,,,,,,,,219.21,,,,,,,,,232.64,,,,,,,,241.63,,,,,,242.95,,,,,,,259.74,,,,,,,,275.51,,,,,,,,273.64,,,,,,,,267.78,,,,,,,,268.62,,,,,,,,,273.61,,,,,,,,,261.65,,,,,
APTV,,,,,,,,,,,,,,3226.0,,,,,,,,,1960.0,,,,,,,,3668.0,,,,,,,,,4212.0,,,,,,,,,4023.0,,,,,,,,3807.0,,,,,,,,3654.0,,,,,,,,4134.0,,,,,,,,4178.0,,,,,,,,4057.0,,,,,,,,,4614.0,,,,,,,,4640.0,,,,,,4818.0,,,,,,,5200.0,,,,,,,,5114.0,,,,,,,,4919.0,,,,,,,,4901.0,,,,,,,,5051.0,,,,,,,,,4854.0,,,,,,,,,4907.0,,,,,
PI,,,,,,,,,,,,,,47.82,,,,,,,,,26.46,,,,,,,,28.2,,,,,,,,,36.45,,,,,,,,,45.25,,,,,,,,47.27,,,,,,,,45.19,,,,,,,,52.57,,,,,,,,53.14,,,,,,,,59.8,,,,,,,,,68.27,,,,,,,,76.59,,,,,,85.9,,,,,,,85.99,,,,,,,,65.01,,,,,,,,70.65,,,,,,,,76.83,,,,,,,,102.5,,,,,,,,,95.2,,,,,,,,,91.57,,,,,
SIRI,,,,,,,,,,,,,,1952.0,,,,,,,,,1874.0,,,,,,,,2025.0,,,,,,,,,2189.0,,,,,,,,,2058.0,,,,,,,,2159.0,,,,,,,,2198.0,,,,,,,,2281.0,,,,,,,,2186.0,,,,,,,,2253.0,,,,,,,,,2280.0,,,,,,,,2283.0,,,,,,2144.0,,,,,,,2250.0,,,,,,,,2271.0,,,,,,,,2288.0,,,,,,,,2162.0,,,,,,,,2178.0,,,,,,,,,2171.0,,,,,,,,,2188.0,,,,,
PCOR,,,,,,,,,,,,,,92.34,,,,,,,,,96.55,,,,,,,,101.89,,,,,,,,,109.51,,,,,,,,,113.94,,,,,,,,122.79,,,,,,,,131.99,,,,,,,,146.1,,,,,,,,159.52,,,,,,,,172.21,,,,,,,,,186.43,,,,,,,,202.05,,,,,,213.53,,,,,,,228.54,,,,,,,,247.91,,,,,,,,260.04,,,,,,,,269.43,,,,,,,,284.35,,,,,,,,,295.89,,,,,,,,,302.05,,,,,
JAMF,,,,,,,,,,,,,,60.05,,,,,,,,,62.26,,,,,,,,70.55,,,,,,,,,76.27,,,,,,,,,80.73,,,,,,,,86.24,,,,,,,,95.62,,,,,,,,103.8,,,,,,,,108.26,,,,,,,,115.64,,,,,,,,,124.56,,,,,,,,130.32,,,,,,132.21,,,,,,,135.09,,,,,,,,142.63,,,,,,,,150.65,,,,,,,,152.12,,,,,,,,153.02,,,,,,,,,159.29,,,,,,,,,162.97,,,,,
HUBS,,,,,,,,,,,,,,198.97,,,,,,,,,203.61,,,,,,,,228.39,,,,,,,,,252.07,,,,,,,,,281.37,,,,,,,,310.79,,,,,,,,339.2,,,,,,,,369.31,,,,,,,,395.6,,,,,,,,421.76,,,,,,,,,443.96,,,,,,,,469.66,,,,,,501.62,,,,,,,529.14,,,,,,,,557.56,,,,,,,,581.92,,,,,,,,617.41,,,,,,,,637.23,,,,,,,,,669.72,,,,,,,,,703.18,,,,,
SAP,,,,,,,,,,,,,,6521.0,,,,,,,,,6743.0,,,,,,,,6535.0,,,,,,,,,7539.0,,,,,,,,,6348.0,,,,,,,,6669.0,,,,,,,,6845.0,,,,,,,,7981.0,,,,,,,,6773.0,,,,,,,,7205.0,,,,,,,,,7478.0,,,,,,,,8064.0,,,,,,7442.0,,,,,,,7552.0,,,,,,,,7744.0,,,,,,,,8468.0,,,,,,,,8041.0,,,,,,,,8287.0,,,,,,,,,8470.0,,,,,,,,,9378.0,,,,,
PLTK,,,,,,,,,,,,,,534.2,,,,,,,,,650.5,,,,,,,,613.3,,,,,,,,,573.5,,,,,,,,,638.9,,,,,,,,659.2,,,,,,,,635.9,,,,,,,,649.0,,,,,,,,676.9,,,,,,,,659.6,,,,,,,,,647.8,,,,,,,,631.2,,,,,,656.2,,,,,,,642.8,,,,,,,,630.1,,,,,,,,637.9,,,,,,,,651.2,,,,,,,,627.0,,,,,,,,,620.8,,,,,,,,,650.3,,,,,
NET,,,,,,,,,,,,,,91.25,,,,,,,,,99.72,,,,,,,,114.16,,,,,,,,,125.93,,,,,,,,,138.06,,,,,,,,152.43,,,,,,,,172.35,,,,,,,,193.6,,,,,,,,212.17,,,,,,,,234.52,,,,,,,,,253.86,,,,,,,,274.7,,,,,,290.18,,,,,,,308.49,,,,,,,,335.6,,,,,,,,362.47,,,,,,,,378.6,,,,,,,,401.0,,,,,,,,,430.08,,,,,,,,,459.95,,,,,
SOFI,,,,,,,,,,,,,,78.3,,,,,,,,,114.95,,,,,,,,200.79,,,,,,,,,171.49,,,,,,,,,195.98,,,,,,,,230.79,,,,,,,,269.61,,,,,,,,280.92,,,,,,,,317.38,,,,,,,,352.42,,,,,,,,,407.66,,,,,,,,441.73,,,,,,463.75,,,,,,,485.4,,,,,,,,515.38,,,,,,,,603.31,,,,,,,,637.81,,,,,,,,586.98,,,,,,,,,691.11,,,,,,,,,727.25,,,,,
XRX,,,,,,,,,,,,,,1860.0,,,,,,,,,1465.0,,,,,,,,1767.0,,,,,,,,,1930.0,,,,,,,,,1710.0,,,,,,,,1793.0,,,,,,,,1758.0,,,,,,,,1777.0,,,,,,,,1668.0,,,,,,,,1747.0,,,,,,,,,1751.0,,,,,,,,1941.0,,,,,,1715.0,,,,,,,1754.0,,,,,,,,1652.0,,,,,,,,1765.0,,,,,,,,1502.0,,,,,,,,1578.0,,,,,,,,,1528.0,,,,,,,,,1613.0,,,,,
ETSY,,,,,,,,,,,,,,228.06,,,,,,,,,428.74,,,,,,,,451.48,,,,,,,,,617.36,,,,,,,,,550.65,,,,,,,,528.9,,,,,,,,532.43,,,,,,,,717.14,,,,,,,,579.27,,,,,,,,585.14,,,,,,,,,594.47,,,,,,,,807.24,,,,,,640.88,,,,,,,628.88,,,,,,,,636.3,,,,,,,,842.32,,,,,,,,645.95,,,,,,,,647.81,,,,,,,,,662.41,,,,,,,,,852.16,,,,,
BILL,,,,,,,,,,,,,,41.23,,,,,,,,,42.11,,,,,,,,46.21,,,,,,,,,54.05,,,,,,,,,59.74,,,,,,,,78.27,,,,,,,,118.35,,,,,,,,156.48,,,,,,,,166.91,,,,,,,,200.22,,,,,,,,,229.92,,,,,,,,260.01,,,,,,272.56,,,,,,,295.98,,,,,,,,304.99,,,,,,,,318.5,,,,,,,,323.03,,,,,,,,343.66,,,,,,,,,358.45,,,,,,,,,362.55,,,,,
MKFG,,,,,,,,,,,,,,17.7,,,,,,,,,14.17,,,,,,,,15.64,,,,,,,,,24.34,,,,,,,,,20.12,,,,,,,,20.42,,,,,,,,24.05,,,,,,,,26.64,,,,,,,,21.86,,,,,,,,24.23,,,,,,,,,25.21,,,,,,,,29.66,,,,,,24.09,,,,,,,25.45,,,,,,,,20.08,,,,,,,,24.17,,,,,,,,20.55,,,,,,,,21.69,,,,,,,,,20.48,,,,,,,,,,,,,,
KIND,,,,,,,,,,,,,,23.75,,,,,,,,,27.59,,,,,,,,31.83,,,,,,,,,40.12,,,,,,,,,34.39,,,,,,,,45.78,,,,,,,,52.71,,,,,,,,59.33,,,,,,,,51.0,,,,,,,,54.54,,,,,,,,,53.95,,,,,,,,53.27,,,,,,49.77,,,,,,,56.89,,,,,,,,56.09,,,,,,,,55.56,,,,,,,,53.15,,,,,,,,63.29,,,,,,,,,65.61,,,,,,,,,65.23,,,,,
SRAD,,,,,,,,,,,,,,109.4,,,,,,,,,82.2,,,,,,,,105.29,,,,,,,,,108.03,,,,,,,,,128.47,,,,,,,,143.6,,,,,,,,136.77,,,,,,,,152.37,,,,,,,,167.88,,,,,,,,177.19,,,,,,,,,178.84,,,,,,,,206.29,,,,,,207.56,,,,,,,216.43,,,,,,,,201.04,,,,,,,,252.59,,,,,,,,265.89,,,,,,,,278.42,,,,,,,,,255.17,,,,,,,,,,,,,,
INFA,,,,,,,,,,,,,,309.66,,,,,,,,,309.66,,,,,,,,327.24,,,,,,,,,376.53,,,,,,,,,333.71,,,,,,,,341.83,,,,,,,,361.81,,,,,,,,406.71,,,,,,,,362.35,,,,,,,,372.04,,,,,,,,,371.95,,,,,,,,398.78,,,,,,365.43,,,,,,,375.99,,,,,,,,408.56,,,,,,,,445.18,,,,,,,,388.61,,,,,,,,400.63,,,,,,,,,422.48,,,,,,,,,428.31,,,,,
HIPO,,,,,,,,,,,,,,10.2,,,,,,,,,11.9,,,,,,,,13.0,,,,,,,,,16.4,,,,,,,,,17.0,,,,,,,,20.9,,,,,,,,21.3,,,,,,,,32.1,,,,,,,,24.5,,,,,,,,28.7,,,,,,,,,30.7,,,,,,,,35.8,,,,,,39.8,,,,,,,47.7,,,,,,,,57.7,,,,,,,,64.5,,,,,,,,85.1,,,,,,,,89.6,,,,,,,,,95.5,,,,,,,,,101.9,,,,,
LC,,,,,,,,,,,,,,174.87,,,,,,,,,80.44,,,,,,,,102.99,,,,,,,,,104.01,,,,,,,,,130.39,,,,,,,,224.67,,,,,,,,262.2,,,,,,,,281.38,,,,,,,,299.97,,,,,,,,340.99,,,,,,,,,324.46,,,,,,,,301.46,,,,,,301.4,,,,,,,300.3,,,,,,,,271.26,,,,,,,,262.45,,,,,,,,265.15,,,,,,,,278.35,,,,,,,,,302.02,,,,,,,,,315.41,,,,,
JNPR,,,,,,,,,,,,,,998.0,,,,,,,,,1086.0,,,,,,,,1138.0,,,,,,,,,1223.0,,,,,,,,,1074.0,,,,,,,,1172.0,,,,,,,,1189.0,,,,,,,,1300.0,,,,,,,,1168.0,,,,,,,,1270.0,,,,,,,,,1415.0,,,,,,,,1449.0,,,,,,1372.0,,,,,,,1430.0,,,,,,,,1398.0,,,,,,,,1365.0,,,,,,,,1149.0,,,,,,,,1190.0,,,,,,,,,1331.0,,,,,,,,,1404.0,,,,,
PEGA,,,,,,,,,,,,,,265.59,,,,,,,,,227.38,,,,,,,,225.95,,,,,,,,,298.6,,,,,,,,,313.5,,,,,,,,325.7,,,,,,,,256.27,,,,,,,,316.18,,,,,,,,376.31,,,,,,,,274.34,,,,,,,,,270.73,,,,,,,,396.47,,,,,,325.47,,,,,,,298.27,,,,,,,,334.64,,,,,,,,474.23,,,,,,,,330.15,,,,,,,,351.15,,,,,,,,,325.05,,,,,,,,,490.83,,,,,
FTNT,,,,,,,,,,,,,,577.7,,,,,,,,,617.6,,,,,,,,651.1,,,,,,,,,748.0,,,,,,,,,710.3,,,,,,,,801.1,,,,,,,,867.2,,,,,,,,963.6,,,,,,,,954.8,,,,,,,,1030.0,,,,,,,,,1150.0,,,,,,,,1283.0,,,,,,1262.0,,,,,,,1293.0,,,,,,,,1335.0,,,,,,,,1415.0,,,,,,,,1353.0,,,,,,,,1434.0,,,,,,,,,1508.0,,,,,,,,,1660.0,,,,,
BL,,,,,,,,,,,,,,82.6,,,,,,,,,83.27,,,,,,,,90.16,,,,,,,,,95.71,,,,,,,,,98.86,,,,,,,,102.12,,,,,,,,109.4,,,,,,,,115.33,,,,,,,,120.24,,,,,,,,128.48,,,,,,,,,134.27,,,,,,,,139.96,,,,,,138.98,,,,,,,144.57,,,,,,,,150.71,,,,,,,,155.73,,,,,,,,157.46,,,,,,,,160.51,,,,,,,,,165.91,,,,,,,,,169.46,,,,,
APPF,,,,,,,,,,,,,,72.5,,,,,,,,,81.04,,,,,,,,84.09,,,,,,,,,72.43,,,,,,,,,78.92,,,,,,,,89.04,,,,,,,,95.81,,,,,,,,95.6,,,,,,,,105.3,,,,,,,,117.45,,,,,,,,,125.08,,,,,,,,124.06,,,,,,136.1,,,,,,,147.08,,,,,,,,165.44,,,,,,,,171.83,,,,,,,,187.43,,,,,,,,197.38,,,,,,,,,205.73,,,,,,,,,203.66,,,,,
DOCS,,,,,,,,,,,,,,36.35,,,,,,,,,36.39,,,,,,,,45.11,,,,,,,,,58.71,,,,,,,,,66.69,,,,,,,,72.67,,,,,,,,79.35,,,,,,,,97.88,,,,,,,,93.65,,,,,,,,90.64,,,,,,,,,102.19,,,,,,,,115.26,,,,,,110.97,,,,,,,108.47,,,,,,,,113.61,,,,,,,,135.28,,,,,,,,118.06,,,,,,,,126.68,,,,,,,,,136.83,,,,,,,,,168.6,,,,,
AUDC,,,,,,,,,,,,,,52.02,,,,,,,,,53.52,,,,,,,,56.56,,,,,,,,,58.67,,,,,,,,,58.84,,,,,,,,60.58,,,,,,,,63.41,,,,,,,,66.1,,,,,,,,66.36,,,,,,,,68.36,,,,,,,,,69.72,,,,,,,,70.66,,,,,,59.21,,,,,,,60.02,,,,,,,,61.59,,,,,,,,63.56,,,,,,,,60.08,,,,,,,,60.3,,,,,,,,,60.24,,,,,,,,,61.55,,,,,
EVER,,,,,,,,,,,,,,81.36,,,,,,,,,78.3,,,,,,,,89.98,,,,,,,,,97.29,,,,,,,,,103.82,,,,,,,,105.06,,,,,,,,107.56,,,,,,,,102.07,,,,,,,,110.68,,,,,,,,101.92,,,,,,,,,103.22,,,,,,,,88.31,,,,,,109.22,,,,,,,67.99,,,,,,,,55.01,,,,,,,,55.71,,,,,,,,91.07,,,,,,,,117.14,,,,,,,,,144.53,,,,,,,,,147.46,,,,,
DOX,,,,,,,,,,,,,,1048.0,,,,,,,,,1026.0,,,,,,,,1053.0,,,,,,,,,1086.0,,,,,,,,,1049.0,,,,,,,,1066.0,,,,,,,,1087.0,,,,,,,,1105.0,,,,,,,,1145.0,,,,,,,,1160.0,,,,,,,,,1167.0,,,,,,,,1186.0,,,,,,1223.0,,,,,,,1236.0,,,,,,,,1243.0,,,,,,,,1245.0,,,,,,,,1246.0,,,,,,,,1250.0,,,,,,,,,1264.0,,,,,,,,,1110.0,,,,,
ASX,,,,,,,,,,,,,,97357.0,,,,,,,,,107549.0,,,,,,,,123195.0,,,,,,,,,148877.0,,,,,,,,,119470.0,,,,,,,,126926.0,,,,,,,,150665.0,,,,,,,,172936.0,,,,,,,,144391.0,,,,,,,,160439.0,,,,,,,,,188626.0,,,,,,,,177417.0,,,,,,130891.0,,,,,,,136275.0,,,,,,,,154167.0,,,,,,,,160581.0,,,,,,,,132803.0,,,,,,,,140238.0,,,,,,,,,160105.0,,,,,,,,,162264.0,,,,,
PAYO,,,,,,,,,,,,,,81.96,,,,,,,,,78.39,,,,,,,,90.54,,,,,,,,,94.71,,,,,,,,,100.61,,,,,,,,110.93,,,,,,,,122.65,,,,,,,,139.22,,,,,,,,136.96,,,,,,,,148.19,,,,,,,,,158.92,,,,,,,,183.56,,,,,,192.01,,,,,,,206.73,,,,,,,,208.04,,,,,,,,224.32,,,,,,,,228.18,,,,,,,,239.52,,,,,,,,,248.27,,,,,,,,,261.74,,,,,
UBER,,,,,,,,,,,,,,3248.0,,,,,,,,,1913.0,,,,,,,,2813.0,,,,,,,,,3165.0,,,,,,,,,2903.0,,,,,,,,3929.0,,,,,,,,4845.0,,,,,,,,5778.0,,,,,,,,6854.0,,,,,,,,8073.0,,,,,,,,,8343.0,,,,,,,,8607.0,,,,,,8823.0,,,,,,,9230.0,,,,,,,,9292.0,,,,,,,,9936.0,,,,,,,,10131.0,,,,,,,,10700.0,,,,,,,,,11188.0,,,,,,,,,11959.0,,,,,
TRUE,,,,,,,,,,,,,,78.92,,,,,,,,,58.55,,,,,,,,77.25,,,,,,,,,63.96,,,,,,,,,65.11,,,,,,,,65.77,,,,,,,,54.97,,,,,,,,45.86,,,,,,,,43.53,,,,,,,,42.28,,,,,,,,,39.05,,,,,,,,36.66,,,,,,36.98,,,,,,,39.29,,,,,,,,41.15,,,,,,,,41.29,,,,,,,,41.05,,,,,,,,41.8,,,,,,,,,46.54,,,,,,,,,46.21,,,,,
NU,,,,,,,,,,,,,,121.1,,,,,,,,,117.99,,,,,,,,99.16,,,,,,,,,115.47,,,,,,,,,142.03,,,,,,,,196.18,,,,,,,,252.51,,,,,,,,259.32,,,,,,,,328.54,,,,,,,,411.57,,,,,,,,,471.5,,,,,,,,627.8,,,,,,703.66,,,,,,,824.78,,,,,,,,971.6,,,,,,,,1207.0,,,,,,,,1244.0,,,,,,,,1424.0,,,,,,,,,1408.0,,,,,,,,,1437.0,,,,,
ZI,,,,,,,,,,,,,,102.2,,,,,,,,,110.9,,,,,,,,123.4,,,,,,,,,139.7,,,,,,,,,153.3,,,,,,,,174.0,,,,,,,,197.6,,,,,,,,222.3,,,,,,,,241.7,,,,,,,,267.1,,,,,,,,,287.6,,,,,,,,301.6,,,,,,300.7,,,,,,,308.6,,,,,,,,313.8,,,,,,,,316.4,,,,,,,,310.1,,,,,,,,291.5,,,,,,,,,303.6,,,,,,,,,309.1,,,,,
TWST,,,,,,,,,,,,,,19.3,,,,,,,,,21.21,,,,,,,,32.43,,,,,,,,,28.16,,,,,,,,,31.2,,,,,,,,35.02,,,,,,,,37.95,,,,,,,,42.02,,,,,,,,48.13,,,,,,,,56.11,,,,,,,,,57.31,,,,,,,,54.24,,,,,,60.18,,,,,,,63.74,,,,,,,,66.95,,,,,,,,71.5,,,,,,,,75.3,,,,,,,,81.46,,,,,,,,,84.71,,,,,,,,,88.71,,,,,
SHOP,,,,,,,,,,,,,,470.0,,,,,,,,,714.34,,,,,,,,767.41,,,,,,,,,977.74,,,,,,,,,988.65,,,,,,,,1119.0,,,,,,,,1124.0,,,,,,,,1380.0,,,,,,,,1204.0,,,,,,,,1295.0,,,,,,,,,1366.0,,,,,,,,1735.0,,,,,,1508.0,,,,,,,1694.0,,,,,,,,1714.0,,,,,,,,2144.0,,,,,,,,1861.0,,,,,,,,2045.0,,,,,,,,,2162.0,,,,,,,,,2812.0,,,,,
KD,,,,,,,,,,,,,,4785.0,,,,,,,,,4737.0,,,,,,,,4856.0,,,,,,,,,4927.0,,,,,,,,,4771.0,,,,,,,,4751.0,,,,,,,,4579.0,,,,,,,,4556.0,,,,,,,,4431.0,,,,,,,,4288.0,,,,,,,,,4179.0,,,,,,,,4303.0,,,,,,4255.0,,,,,,,4193.0,,,,,,,,4073.0,,,,,,,,3936.0,,,,,,,,3850.0,,,,,,,,3739.0,,,,,,,,,3774.0,,,,,,,,,3744.0,,,,,
CMPR,,,,,,,,,,,,,,597.96,,,,,,,,,429.11,,,,,,,,586.5,,,,,,,,,780.9,,,,,,,,,573.36,,,,,,,,635.2,,,,,,,,657.6,,,,,,,,849.72,,,,,,,,657.41,,,,,,,,722.83,,,,,,,,,703.42,,,,,,,,845.2,,,,,,742.16,,,,,,,788.85,,,,,,,,757.29,,,,,,,,921.36,,,,,,,,780.59,,,,,,,,832.61,,,,,,,,,804.97,,,,,,,,,939.16,,,,,
TEAM,,,,,,,,,,,,,,411.58,,,,,,,,,430.48,,,,,,,,459.51,,,,,,,,,501.36,,,,,,,,,568.73,,,,,,,,559.54,,,,,,,,614.02,,,,,,,,688.53,,,,,,,,740.49,,,,,,,,759.84,,,,,,,,,807.39,,,,,,,,872.7,,,,,,915.45,,,,,,,939.1,,,,,,,,977.78,,,,,,,,1060.0,,,,,,,,1189.0,,,,,,,,1132.0,,,,,,,,,1188.0,,,,,,,,,1286.0,,,,,
ABNB,,,,,,,,,,,,,,841.83,,,,,,,,,334.77,,,,,,,,1342.0,,,,,,,,,859.26,,,,,,,,,886.94,,,,,,,,1335.0,,,,,,,,2237.0,,,,,,,,1532.0,,,,,,,,1509.0,,,,,,,,2104.0,,,,,,,,,2884.0,,,,,,,,1902.0,,,,,,1818.0,,,,,,,2484.0,,,,,,,,3397.0,,,,,,,,2218.0,,,,,,,,2142.0,,,,,,,,2748.0,,,,,,,,,3732.0,,,,,,,,,2480.0,,,,,
ERIC,,,,,,,,,,,,,,49750.0,,,,,,,,,55578.0,,,,,,,,57472.0,,,,,,,,,69590.0,,,,,,,,,49778.0,,,,,,,,54941.0,,,,,,,,56263.0,,,,,,,,71332.0,,,,,,,,55061.0,,,,,,,,62465.0,,,,,,,,,68040.0,,,,,,,,85980.0,,,,,,62553.0,,,,,,,64444.0,,,,,,,,64473.0,,,,,,,,71881.0,,,,,,,,53325.0,,,,,,,,59848.0,,,,,,,,,61794.0,,,,,,,,,72913.0,,,,,
EVGO,,,,,,,,,,,,,,3.85,,,,,,,,,2.96,,,,,,,,3.57,,,,,,,,,4.19,,,,,,,,,4.13,,,,,,,,4.78,,,,,,,,6.18,,,,,,,,7.12,,,,,,,,7.7,,,,,,,,9.08,,,,,,,,,10.51,,,,,,,,27.3,,,,,,25.3,,,,,,,50.55,,,,,,,,35.11,,,,,,,,49.99,,,,,,,,55.16,,,,,,,,66.62,,,,,,,,,67.54,,,,,,,,,67.51,,,,,
TASK,,,,,,,,,,,,,,102.43,,,,,,,,,114.4,,,,,,,,122.43,,,,,,,,,138.79,,,,,,,,,152.87,,,,,,,,180.02,,,,,,,,201.05,,,,,,,,226.76,,,,,,,,239.68,,,,,,,,246.46,,,,,,,,,232.13,,,,,,,,242.22,,,,,,235.31,,,,,,,229.17,,,,,,,,225.63,,,,,,,,234.26,,,,,,,,227.47,,,,,,,,237.93,,,,,,,,,255.35,,,,,,,,,274.24,,,,,
DMRC,,,,,,,,,,,,,,6.19,,,,,,,,,6.5,,,,,,,,5.75,,,,,,,,,5.55,,,,,,,,,6.7,,,,,,,,6.28,,,,,,,,6.42,,,,,,,,7.13,,,,,,,,7.41,,,,,,,,7.75,,,,,,,,,7.82,,,,,,,,7.22,,,,,,7.84,,,,,,,8.73,,,,,,,,8.99,,,,,,,,9.28,,,,,,,,9.94,,,,,,,,10.38,,,,,,,,,9.44,,,,,,,,,8.66,,,,,
REAL,,,,,,,,,,,,,,78.03,,,,,,,,,57.29,,,,,,,,77.8,,,,,,,,,86.83,,,,,,,,,98.82,,,,,,,,104.91,,,,,,,,118.84,,,,,,,,145.13,,,,,,,,146.7,,,,,,,,154.44,,,,,,,,,142.7,,,,,,,,159.66,,,,,,141.9,,,,,,,130.86,,,,,,,,133.17,,,,,,,,143.37,,,,,,,,143.8,,,,,,,,144.93,,,,,,,,,147.76,,,,,,,,,164.0,,,,,
DOCN,,,,,,,,,,,,,,72.79,,,,,,,,,76.91,,,,,,,,81.16,,,,,,,,,87.52,,,,,,,,,93.66,,,,,,,,103.81,,,,,,,,111.43,,,,,,,,119.66,,,,,,,,127.33,,,,,,,,133.88,,,,,,,,,152.12,,,,,,,,163.0,,,,,,165.13,,,,,,,169.81,,,,,,,,177.06,,,,,,,,180.87,,,,,,,,184.73,,,,,,,,192.48,,,,,,,,,198.48,,,,,,,,,204.93,,,,,
BLKB,,,,,,,,,,,,,,223.62,,,,,,,,,231.99,,,,,,,,215.0,,,,,,,,,242.61,,,,,,,,,219.19,,,,,,,,229.44,,,,,,,,231.22,,,,,,,,247.89,,,,,,,,257.12,,,,,,,,264.93,,,,,,,,,261.3,,,,,,,,274.76,,,,,,261.75,,,,,,,271.04,,,,,,,,277.63,,,,,,,,295.01,,,,,,,,279.25,,,,,,,,287.29,,,,,,,,,286.73,,,,,,,,,302.23,,,,,
DKNG,,,,,,,,,,,,,,88.54,,,,,,,,,70.93,,,,,,,,132.84,,,,,,,,,322.22,,,,,,,,,312.28,,,,,,,,297.61,,,,,,,,212.82,,,,,,,,473.33,,,,,,,,417.21,,,,,,,,466.19,,,,,,,,,501.94,,,,,,,,855.13,,,,,,769.65,,,,,,,874.93,,,,,,,,789.96,,,,,,,,1231.0,,,,,,,,1175.0,,,,,,,,1104.0,,,,,,,,,1095.0,,,,,,,,,1393.0,,,,,
CFLT,,,,,,,,,,,,,,50.9,,,,,,,,,53.85,,,,,,,,61.5,,,,,,,,,70.32,,,,,,,,,77.03,,,,,,,,88.34,,,,,,,,102.57,,,,,,,,119.93,,,,,,,,126.14,,,,,,,,139.41,,,,,,,,,151.73,,,,,,,,168.67,,,,,,174.3,,,,,,,189.29,,,,,,,,200.18,,,,,,,,213.18,,,,,,,,217.24,,,,,,,,234.99,,,,,,,,,250.2,,,,,,,,,261.22,,,,,
GH,,,,,,,,,,,,,,67.51,,,,,,,,,66.34,,,,,,,,74.57,,,,,,,,,78.32,,,,,,,,,78.67,,,,,,,,92.1,,,,,,,,94.78,,,,,,,,108.11,,,,,,,,96.1,,,,,,,,109.14,,,,,,,,,117.4,,,,,,,,126.89,,,,,,128.71,,,,,,,137.15,,,,,,,,143.03,,,,,,,,155.05,,,,,,,,168.49,,,,,,,,177.24,,,,,,,,,191.48,,,,,,,,,201.81,,,,,
PAGS,,,,,,,,,,,,,,1529.0,,,,,,,,,1316.0,,,,,,,,1757.0,,,,,,,,,2085.0,,,,,,,,,2042.0,,,,,,,,2335.0,,,,,,,,2730.0,,,,,,,,3193.0,,,,,,,,3385.0,,,,,,,,3866.0,,,,,,,,,3989.0,,,,,,,,3919.0,,,,,,3685.0,,,,,,,3761.0,,,,,,,,3961.0,,,,,,,,4274.0,,,,,,,,4201.0,,,,,,,,4425.0,,,,,,,,,4705.0,,,,,,,,,5003.0,,,,,
